test,mtu,qp,srvnode,cltnode,gpu_serv,gpu_clt,metric,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304,8388608
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,3,0,avg,0.07973,0.16,0.32,0.65,1.29,2.58,5.17,10.33,20.72,41.22,82.26,164.16,195.86,196.93,197.39,197.46,197.49,197.57,197.59,197.56,185.07,163.45,163.46
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,3,1,avg,0.083963,0.17,0.34,0.68,1.37,2.75,5.47,10.93,21.71,44.83,93.43,192.12,196.04,197.1,197.32,197.45,197.5,197.58,197.58,197.55,184.99,163.5,163.46
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,3,2,avg,0.081866,0.17,0.33,0.67,1.34,2.68,5.33,10.69,21.34,42.63,84.64,168.61,195.64,197.08,197.4,197.44,197.5,197.56,197.56,197.6,184.49,163.51,163.49
ib_read_bw,9000,16,mocr4pcc04u15,mocr4pcc04u16,3,3,avg,0.082207,0.17,0.34,0.67,1.33,2.67,5.35,10.68,21.4,42.39,84.49,164.98,196.05,197.11,197.45,197.45,197.48,197.56,197.58,197.56,185.11,163.45,163.47
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,0,0,avg,0.080367,0.17,0.33,0.66,1.32,2.64,5.3,10.54,21.11,42.3,83.92,168.95,208.31,209.02,209.21,209.1,209.26,209.24,209.25,186.55,171.29,171.22,171.21
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,0,1,avg,0.080892,0.17,0.33,0.67,1.34,2.68,5.34,10.68,21.39,43.61,87.76,198.16,208.46,209.05,209.2,209.12,209.25,209.25,209.3,186.8,171.28,171.22,171.24
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,0,2,avg,0.076534,0.16,0.32,0.63,1.27,2.53,5.05,10.12,20.21,40.37,78.96,161.54,208.39,209.01,209.2,209.18,209.23,209.29,209.27,186.57,171.24,171.19,171.2
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,0,3,avg,0.081847,0.17,0.34,0.67,1.35,2.68,5.37,10.77,21.48,42.92,85.65,171.41,208.32,208.99,208.96,209.14,209.22,209.23,209.28,186.74,171.26,171.24,171.2
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,1,0,avg,0.079157,0.16,0.32,0.65,1.31,2.61,5.19,10.41,20.78,41.41,82.64,166.38,201.88,202.51,202.7,202.62,202.75,202.79,202.83,184.19,170.19,170.13,170.16
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,1,1,avg,0.083335,0.17,0.34,0.69,1.38,2.75,5.48,11.0,21.91,45.08,93.82,198.09,202.12,202.54,202.68,202.71,202.74,202.8,202.82,183.97,170.21,170.13,170.15
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,1,2,avg,0.081205,0.17,0.34,0.67,1.34,2.67,5.35,10.67,21.42,42.7,85.18,171.1,202.05,202.54,202.71,202.61,202.73,202.81,202.8,184.15,170.17,170.13,170.14
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,1,3,avg,0.076691,0.16,0.32,0.63,1.27,2.54,5.06,10.11,20.23,40.42,78.56,161.69,202.06,202.52,202.7,202.63,202.73,202.78,202.79,184.17,170.17,170.13,170.15
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,2,0,avg,0.080695,0.17,0.34,0.67,1.34,2.69,5.36,10.72,21.43,42.73,83.43,170.94,197.25,197.79,197.78,197.85,197.89,197.92,198.0,179.02,164.04,164.02,164.0
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,2,1,avg,0.059302,0.12,0.24,0.48,0.97,1.94,3.89,7.75,15.7,31.46,63.77,131.71,196.98,197.75,198.01,198.01,197.96,198.01,198.05,178.62,164.02,163.99,164.01
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,2,2,avg,0.077951,0.16,0.32,0.64,1.29,2.58,5.13,10.26,20.58,41.15,80.3,164.57,197.33,197.79,198.06,197.91,197.99,198.04,198.01,178.72,164.05,164.02,164.01
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,2,3,avg,0.076815,0.16,0.32,0.63,1.27,2.54,5.02,10.1,20.21,40.4,80.64,153.24,197.37,197.79,198.02,197.86,198.0,198.03,198.07,178.96,164.05,164.0,164.01
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,3,0,avg,0.08032,0.17,0.33,0.66,1.32,2.65,5.26,10.57,21.17,42.16,83.93,169.06,196.35,197.24,197.06,197.29,197.34,197.36,197.42,178.35,163.75,163.71,163.7
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,3,1,avg,0.084874,0.18,0.35,0.7,1.4,2.81,5.6,11.14,22.28,46.19,94.8,194.74,196.92,197.24,197.35,197.24,197.33,197.36,197.39,178.24,163.76,163.73,163.72
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,3,2,avg,0.080023,0.16,0.33,0.66,1.32,2.64,5.26,10.51,21.08,41.99,83.91,167.84,196.63,197.2,197.33,197.29,197.34,197.35,197.39,178.31,163.74,163.68,163.72
ib_read_bw,9000,32,mocr4pcc04u15,mocr4pcc04u16,3,3,avg,0.07695,0.16,0.32,0.64,1.27,2.55,5.05,10.18,20.28,40.56,79.25,163.08,196.81,197.22,197.35,197.26,197.37,197.4,197.37,178.47,163.78,163.72,163.7
ib_read_bw,9000,1,mocr4pcc04u15,mocr4pcc04u16,0,0,peak,0.056604,0.11,0.23,0.46,0.92,1.81,3.57,6.91,13.41,25.6,44.36,79.88,116.38,145.71,176.12,189.32,201.17,201.22,201.25,201.3,201.29,201.29,201.31
ib_read_bw,9000,1,mocr4pcc04u15,mocr4pcc04u16,0,1,peak,0.056515,0.11,0.23,0.45,0.91,1.81,3.57,6.88,13.55,25.53,44.36,79.53,116.38,146.0,176.07,189.26,201.13,201.25,201.29,201.29,201.3,201.29,201.31
ib_read_bw,9000,1,mocr4pcc04u15,mocr4pcc04u16,0,2,peak,0.056162,0.11,0.23,0.46,0.91,1.81,3.58,6.89,13.55,25.53,44.15,79.79,116.38,145.85,176.01,189.38,201.17,201.12,201.29,201.28,201.29,201.29,201.3
