test,mtu,qp,srvnode,cltnode,gpu_serv,gpu_clt,metric,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576,2097152,4194304,8388608
ib_read_bw,9000,2,mocr4pcc04u15,mocr4pcc04u16,1,2,avg,0.057132,0.12,0.23,0.46,0.94,1.83,3.75,7.5,14.75,29.32,58.37,118.03,144.59,168.56,187.72,202.29,202.65,202.76,202.85,202.79,202.91,202.88,202.44
ib_read_bw,9000,2,mocr4pcc04u15,mocr4pcc04u16,1,3,avg,0.057142,0.12,0.23,0.46,0.93,1.88,3.67,7.32,14.96,29.52,57.79,117.99,144.82,168.46,188.1,202.44,202.6,202.8,202.88,202.86,202.92,200.91,200.27
ib_read_bw,9000,2,mocr4pcc04u15,mocr4pcc04u16,2,0,avg,0.055896,0.11,0.23,0.45,0.9,1.79,3.62,7.12,14.36,28.48,55.88,110.43,139.1,162.1,196.7,197.57,197.87,198.03,198.02,198.11,198.12,195.32,198.14
ib_read_bw,9000,2,mocr4pcc04u15,mocr4pcc04u16,2,1,avg,0.058944,0.12,0.24,0.48,0.94,1.92,3.7,7.54,15.38,30.56,62.11,123.67,138.36,162.91,182.79,192.09,197.8,197.86,197.96,198.01,195.88,198.13,196.29
ib_read_bw,9000,2,mocr4pcc04u15,mocr4pcc04u16,2,2,avg,0.056648,0.11,0.23,0.47,0.91,1.86,3.64,7.21,14.39,29.05,58.88,112.47,138.79,162.66,184.71,197.69,197.77,198.03,198.07,198.08,194.96,194.95,194.83
ib_read_bw,9000,2,mocr4pcc04u15,mocr4pcc04u16,2,3,avg,0.051993,0.11,0.23,0.46,0.92,1.86,3.63,7.23,14.49,28.73,58.1,116.95,138.86,162.08,195.96,197.55,197.79,197.89,197.98,198.03,198.02,198.04,194.58
ib_read_bw,9000,2,mocr4pcc04u15,mocr4pcc04u16,3,0,avg,0.056558,0.11,0.23,0.46,0.92,1.85,3.64,7.25,14.67,28.97,58.42,115.37,138.3,161.55,183.48,197.01,197.13,197.35,197.43,197.34,195.74,197.49,197.47
ib_read_bw,9000,2,mocr4pcc04u15,mocr4pcc04u16,3,1,avg,0.057662,0.12,0.24,0.47,0.96,1.88,3.72,7.66,15.15,30.7,60.05,118.52,138.2,162.78,195.37,196.94,197.18,197.38,197.44,197.22,197.45,197.42,194.89
ib_read_bw,9000,2,mocr4pcc04u15,mocr4pcc04u16,3,2,avg,0.055754,0.11,0.23,0.46,0.91,1.83,3.72,7.15,14.63,29.41,58.14,115.23,138.43,161.97,182.86,196.95,197.24,197.36,197.4,197.45,197.41,197.47,195.13
ib_read_bw,9000,2,mocr4pcc04u15,mocr4pcc04u16,3,3,avg,0.077978,0.16,0.32,0.65,1.24,2.62,5.09,10.42,20.15,41.37,80.77,143.06,140.07,161.76,183.43,196.9,197.21,197.38,197.43,197.35,197.37,197.38,196.87
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,0,0,avg,0.057466,0.12,0.23,0.47,0.93,1.86,3.71,7.42,14.88,29.46,59.12,118.37,178.28,206.28,208.65,209.01,209.16,209.36,209.41,209.43,209.43,209.44,195.95
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,0,1,avg,0.057157,0.11,0.23,0.46,0.92,1.86,3.72,7.43,14.91,29.55,59.97,127.24,178.6,206.64,208.76,209.1,209.33,209.34,209.4,209.42,209.43,209.44,196.41
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,0,2,avg,0.057077,0.12,0.23,0.46,0.92,1.86,3.69,7.41,14.8,28.88,59.0,117.26,176.9,206.79,208.58,209.14,209.3,209.4,209.42,209.42,209.44,209.46,195.99
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,0,3,avg,0.057815,0.12,0.23,0.47,0.93,1.87,3.74,7.43,14.93,29.44,58.63,116.5,179.48,205.34,208.72,209.13,209.3,209.36,209.38,209.41,209.43,209.45,196.34
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,1,0,avg,0.057769,0.12,0.23,0.47,0.93,1.87,3.71,7.46,14.87,29.75,59.34,119.19,175.99,198.77,202.32,202.74,202.82,202.9,202.95,202.93,202.94,202.95,193.46
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,1,1,avg,0.058339,0.12,0.24,0.48,0.95,1.89,3.81,7.66,15.47,30.33,62.27,129.7,175.22,200.9,202.2,202.65,202.78,202.9,202.92,202.97,202.94,202.95,192.98
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,1,2,avg,0.057578,0.12,0.23,0.47,0.93,1.87,3.72,7.4,14.92,29.53,59.28,114.43,176.96,200.03,202.26,202.68,202.78,202.9,202.94,202.96,202.94,202.96,193.39
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,1,3,avg,0.057301,0.12,0.23,0.46,0.94,1.87,3.74,7.47,14.6,29.65,58.83,118.16,176.51,199.98,202.24,202.7,202.81,202.91,202.9,202.93,202.93,202.97,193.18
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,2,0,avg,0.057623,0.12,0.23,0.46,0.94,1.85,3.7,7.41,14.71,29.35,59.49,116.8,171.42,195.11,197.48,197.79,198.0,198.08,198.1,198.13,198.14,198.17,186.86
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,2,1,avg,0.059314,0.12,0.24,0.48,0.96,1.91,3.82,7.6,15.5,30.92,62.18,130.81,170.61,195.1,197.45,197.74,197.88,198.01,198.05,198.06,198.06,198.07,187.38
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,2,2,avg,0.057781,0.12,0.23,0.47,0.93,1.84,3.73,7.37,14.55,29.6,58.74,118.2,172.5,195.73,197.37,197.86,197.99,198.08,198.13,198.13,198.14,198.18,186.97
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,2,3,avg,0.081172,0.16,0.33,0.66,1.3,2.65,5.24,10.5,20.87,41.84,82.63,158.53,171.27,195.36,197.47,197.83,198.0,198.08,198.14,198.13,198.16,198.15,186.78
ib_read_bw,9000,4,mocr4pcc04u15,mocr4pcc04u16,3,0,avg,0.056752,0.11,0.23,0.46,0.91,1.82,3.64,7.26,14.55,29.27,58.22,115.75,171.86,195.17,196.71,197.2,197.34,197.44,197.48,197.47,197.5,197.52,186.22
