path,server,client,protocol,role,srvip,mtu,bufsize,winsize,bitrate,par,affin,bw,units,trial
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_128_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_0.log,0,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,128,eno6np0,226,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_128_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_1.log,1,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,128,eno6np0,226,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_128_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_2.log,2,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,128,eno6np0,226,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_128_eno7np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_0.log,0,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,128,eno7np0,226,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_128_eno7np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_1.log,1,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,128,eno7np0,226,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_128_eno7np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_2.log,2,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,128,eno7np0,226,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_16_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_0.log,0,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,16,eno6np0,217,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_16_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_1.log,1,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,16,eno6np0,211,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_16_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_2.log,2,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,16,eno6np0,216,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_16_eno7np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_0.log,0,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,16,eno7np0,167,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_16_eno7np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_1.log,1,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,16,eno7np0,171,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_16_eno7np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_2.log,2,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,16,eno7np0,172,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_1_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_0.log,0,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,1,eno6np0,13.9,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_1_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_1.log,1,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,1,eno6np0,14.2,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_1_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_2.log,2,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,1,eno6np0,13.5,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_1_eno7np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_0.log,0,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,1,eno7np0,12.0,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_1_eno7np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_1.log,1,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,1,eno7np0,11.9,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_1_eno7np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_2.log,2,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,1,eno7np0,12.1,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_2_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_0.log,0,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,2,eno6np0,28.5,Gbits/sec
2node-jumbomtu-eno6np0-01-05-25-1746073601/iperf_tcp_clt_192.168.216.24_9000_1024K_0_0_2_eno6np0_mocr4pcc02u24-debug-sdqkd_mocr4pcc02u25-debug-fvmkj_1.log,1,mocr4pcc02u24-debug-sdqkd,mocr4pcc02u25-debug-fvmkj,tcp,clt,192.168.216.24,9000,1024K,0,0,2,eno6np0,28.0,Gbits/sec
