path,trial,server,client,protocol,role,srvip,mtu,bufsize,winsize,bitrate,par,affin,bw,units
2pod-jumbo-sriov-01-05-25-1746131810/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_16_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_0.log,0,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,16,0-127-256-383,185,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746131810/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_16_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_1.log,1,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,16,0-127-256-383,147,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746131810/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_16_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_2.log,2,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,16,0-127-256-383,175,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746131810/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_0.log,0,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,212,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746131810/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_1.log,1,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,214,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746131810/iperf_tcp_clt_192.168.216.32_9000_1024K_0_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_2.log,2,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,0,0,32,0-127-256-383,198,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746131810/iperf_tcp_clt_192.168.216.32_9000_1024K_128k_0_16_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_0.log,0,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,128k,0,16,0-127-256-383,56.7,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746131810/iperf_tcp_clt_192.168.216.32_9000_1024K_128k_0_16_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_1.log,1,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,128k,0,16,0-127-256-383,55.4,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746131810/iperf_tcp_clt_192.168.216.32_9000_1024K_128k_0_16_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_2.log,2,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,128k,0,16,0-127-256-383,56.0,Gbits/sec
2pod-jumbo-sriov-01-05-25-1746131810/iperf_tcp_clt_192.168.216.32_9000_1024K_128k_0_32_0-127-256-383_torchrun-multipod-0_torchrun-multipod-1_0.log,0,torchrun-multipod-0,torchrun-multipod-1,tcp,clt,192.168.216.32,9000,1024K,128k,0,32,0-127-256-383,84.4,Gbits/sec
