path,trial,server,client,protocol,role,srvip,mtu,bufsize,winsize,bitrate,par,affin,bw,units
2pod-jumbo-sriov-bs128K-con32-02-05-25-1746190928/iperf_tcp_clt_192.168.216.29_9000_128K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_0.log,0,torchrun-multipod-1,torchrun-multipod-0,tcp,clt,192.168.216.29,9000,128K,0,0,32,0-127-256-383,167,Gbits/sec
2pod-jumbo-sriov-bs128K-con32-02-05-25-1746190928/iperf_tcp_clt_192.168.216.29_9000_128K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_1.log,1,torchrun-multipod-1,torchrun-multipod-0,tcp,clt,192.168.216.29,9000,128K,0,0,32,0-127-256-383,198,Gbits/sec
2pod-jumbo-sriov-bs128K-con32-02-05-25-1746190928/iperf_tcp_clt_192.168.216.29_9000_128K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_2.log,2,torchrun-multipod-1,torchrun-multipod-0,tcp,clt,192.168.216.29,9000,128K,0,0,32,0-127-256-383,184,Gbits/sec
2pod-jumbo-sriov-bs128K-con32-02-05-25-1746190928/iperf_tcp_clt_192.168.216.29_9000_128K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_3.log,3,torchrun-multipod-1,torchrun-multipod-0,tcp,clt,192.168.216.29,9000,128K,0,0,32,0-127-256-383,189,Gbits/sec
2pod-jumbo-sriov-bs128K-con32-02-05-25-1746190928/iperf_tcp_clt_192.168.216.29_9000_128K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_4.log,4,torchrun-multipod-1,torchrun-multipod-0,tcp,clt,192.168.216.29,9000,128K,0,0,32,0-127-256-383,205,Gbits/sec
2pod-jumbo-sriov-bs128K-con32-02-05-25-1746190928/iperf_tcp_clt_192.168.216.29_9000_128K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_5.log,5,torchrun-multipod-1,torchrun-multipod-0,tcp,clt,192.168.216.29,9000,128K,0,0,32,0-127-256-383,181,Gbits/sec
2pod-jumbo-sriov-bs128K-con32-02-05-25-1746190928/iperf_tcp_clt_192.168.216.29_9000_128K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_6.log,6,torchrun-multipod-1,torchrun-multipod-0,tcp,clt,192.168.216.29,9000,128K,0,0,32,0-127-256-383,171,Gbits/sec
2pod-jumbo-sriov-bs128K-con32-02-05-25-1746190928/iperf_tcp_clt_192.168.216.29_9000_128K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_7.log,7,torchrun-multipod-1,torchrun-multipod-0,tcp,clt,192.168.216.29,9000,128K,0,0,32,0-127-256-383,177,Gbits/sec
2pod-jumbo-sriov-bs128K-con32-02-05-25-1746190928/iperf_tcp_clt_192.168.216.29_9000_128K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_8.log,8,torchrun-multipod-1,torchrun-multipod-0,tcp,clt,192.168.216.29,9000,128K,0,0,32,0-127-256-383,202,Gbits/sec
2pod-jumbo-sriov-bs128K-con32-02-05-25-1746190928/iperf_tcp_clt_192.168.216.29_9000_128K_0_0_32_0-127-256-383_torchrun-multipod-1_torchrun-multipod-0_9.log,9,torchrun-multipod-1,torchrun-multipod-0,tcp,clt,192.168.216.29,9000,128K,0,0,32,0-127-256-383,191,Gbits/sec
