1000000 500.59380531311035156250000000000000
1000000 458.16349983215332031250000000000000
1000000 504.51376438140869140625000000000000
1000000 458.91690254211425781250000000000000
100000000 885.86177825927734375000000000000000
100000000 885.86091995239257812500000000000000
100000000 886.02666854858398437500000000000000
100000000 886.10739707946777343750000000000000
900000000 7998.19405078887939453125000000000000
900000000 7998.43480587005615234375000000000000
900000000 7998.50096702575683593750000000000000
900000000 7998.49016666412353515625000000000000
1000000 439.26193714141845703125000000000000
1000000 378.84905338287353515625000000000000
1000000 439.75622653961181640625000000000000
1000000 442.68696308135986328125000000000000
100000000 886.37578487396240234375000000000000
100000000 886.39793395996093750000000000000000
100000000 886.56387329101562500000000000000000
100000000 897.85645008087158203125000000000000
900000000 7997.29847908020019531250000000000000
900000000 7997.55117893218994140625000000000000
900000000 7997.57800102233886718750000000000000
900000000 8131.87215328216552734375000000000000
