run_id,num_pods,num_procs,num_iter,grad_accum,time
newoc4nodes,4,4,,10,1867.84
newoc4nodes,4,4,,10,1831.07
newoc4nodes,4,4,,10,1856.35
newoc4nodes,4,4,,10,1856.91
newoc4nodes,4,4,,10,1848.57
newoc4nodes,4,4,,10,1858.11
newoc4nodes,4,4,,10,1888.65
newoc4nodes,4,4,,10,1878.11
newoc4nodes,4,4,,1,1175.30
newoc4nodes,4,4,,1,1171.40
newoc4nodes,4,4,,1,1299.78
newoc4nodes,4,4,,1,1176.53
newoc4nodes,4,4,,1,1174.48
newoc4nodes,4,4,,1,1196.53
newoc4nodes,4,4,,1,1209.78
newoc4nodes,4,4,,1,1195.46
newoc4nodes,4,4,,2,1394.07
newoc4nodes,4,4,,2,1247.43
newoc4nodes,4,4,,2,1265.79
newoc4nodes,4,4,,2,1388.60
newoc4nodes,4,4,,2,1256.95
newoc4nodes,4,4,,2,1208.35
newoc4nodes,4,4,,2,1271.69
newoc4nodes,4,4,,2,1284.38
newoc4nodes,4,4,,3,1245.99
newoc4nodes,4,4,,3,1432.30
newoc4nodes,4,4,,3,1253.26
newoc4nodes,4,4,,3,1247.30
newoc4nodes,4,4,,3,1258.05
newoc4nodes,4,4,,3,1241.49
newoc4nodes,4,4,,3,1259.45
newoc4nodes,4,4,,3,1256.77
newoc4nodes,4,4,,4,1306.11
newoc4nodes,4,4,,4,1316.46
newoc4nodes,4,4,,4,1315.11
newoc4nodes,4,4,,4,1338.32
newoc4nodes,4,4,,4,1316.06
newoc4nodes,4,4,,4,1360.91
newoc4nodes,4,4,,4,1310.75
newoc4nodes,4,4,,4,1329.03
newoc4nodes,4,4,,5,1505.34
newoc4nodes,4,4,,5,1480.64
newoc4nodes,4,4,,5,1479.44
newoc4nodes,4,4,,5,1483.23
newoc4nodes,4,4,,5,1497.73
newoc4nodes,4,4,,5,1482.95
newoc4nodes,4,4,,5,1450.85
newoc4nodes,4,4,,5,1486.64
newoc4nodes,4,4,,6,1575.16
newoc4nodes,4,4,,6,1589.24
newoc4nodes,4,4,,6,1594.05
newoc4nodes,4,4,,6,1563.64
newoc4nodes,4,4,,6,1553.33
newoc4nodes,4,4,,6,1710.02
newoc4nodes,4,4,,6,1564.55
newoc4nodes,4,4,,6,1573.13
newoc4nodes,4,4,,7,1684.02
newoc4nodes,4,4,,7,1555.64
newoc4nodes,4,4,,7,1556.76
newoc4nodes,4,4,,7,1585.65
newoc4nodes,4,4,,7,1569.34
newoc4nodes,4,4,,7,1582.99
newoc4nodes,4,4,,7,1560.66
newoc4nodes,4,4,,7,1579.02
newoc4nodes,4,4,,8,1632.72
newoc4nodes,4,4,,8,1647.77
newoc4nodes,4,4,,8,1649.45
newoc4nodes,4,4,,8,1666.22
newoc4nodes,4,4,,8,1681.55
newoc4nodes,4,4,,8,1833.64
newoc4nodes,4,4,,8,1636.86
newoc4nodes,4,4,,8,1630.26
newoc4nodes,4,4,,9,1715.13
newoc4nodes,4,4,,9,1707.40
newoc4nodes,4,4,,9,1732.91
newoc4nodes,4,4,,9,1714.21
newoc4nodes,4,4,,9,1723.07
newoc4nodes,4,4,,9,1698.60
newoc4nodes,4,4,,9,1735.67
newoc4nodes,4,4,,9,1727.40
