run_id,num_pods,num_procs,num_iter,grad_accum,time
newoc2nodes,2,4,,10,1821.26
newoc2nodes,2,4,,10,1828.03
newoc2nodes,2,4,,10,1801.22
newoc2nodes,2,4,,10,1810.81
newoc2nodes,2,4,,10,1811.83
newoc2nodes,2,4,,10,1810.11
newoc2nodes,2,4,,10,1800.24
newoc2nodes,2,4,,10,1808.60
newoc2nodes,2,4,,1,1452.75
newoc2nodes,2,4,,1,1031.48
newoc2nodes,2,4,,1,1039.42
newoc2nodes,2,4,,1,1049.74
newoc2nodes,2,4,,1,1056.18
newoc2nodes,2,4,,1,1012.97
newoc2nodes,2,4,,1,1019.33
newoc2nodes,2,4,,1,1064.69
newoc2nodes,2,4,,2,1135.81
newoc2nodes,2,4,,2,1099.48
newoc2nodes,2,4,,2,1095.93
newoc2nodes,2,4,,2,1124.26
newoc2nodes,2,4,,2,1103.07
newoc2nodes,2,4,,2,1091.34
newoc2nodes,2,4,,2,1118.10
newoc2nodes,2,4,,2,1088.11
newoc2nodes,2,4,,3,1174.06
newoc2nodes,2,4,,3,1197.32
newoc2nodes,2,4,,3,1168.53
newoc2nodes,2,4,,3,1196.40
newoc2nodes,2,4,,3,1217.19
newoc2nodes,2,4,,3,1225.58
newoc2nodes,2,4,,3,1197.59
newoc2nodes,2,4,,3,1187.68
newoc2nodes,2,4,,4,1299.30
newoc2nodes,2,4,,4,1263.73
newoc2nodes,2,4,,4,1272.53
newoc2nodes,2,4,,4,1274.24
newoc2nodes,2,4,,4,1274.30
newoc2nodes,2,4,,4,1294.56
newoc2nodes,2,4,,4,1272.44
newoc2nodes,2,4,,4,1302.73
newoc2nodes,2,4,,5,1362.67
newoc2nodes,2,4,,5,1388.93
newoc2nodes,2,4,,5,1357.41
newoc2nodes,2,4,,5,1387.47
newoc2nodes,2,4,,5,1356.64
newoc2nodes,2,4,,5,1384.11
newoc2nodes,2,4,,5,1371.65
newoc2nodes,2,4,,5,1382.05
newoc2nodes,2,4,,6,1469.42
newoc2nodes,2,4,,6,1439.16
newoc2nodes,2,4,,6,1456.45
newoc2nodes,2,4,,6,1462.84
newoc2nodes,2,4,,6,1482.48
newoc2nodes,2,4,,6,1462.16
newoc2nodes,2,4,,6,1450.69
newoc2nodes,2,4,,6,1466.29
newoc2nodes,2,4,,7,1537.57
newoc2nodes,2,4,,7,1538.23
newoc2nodes,2,4,,7,1555.68
newoc2nodes,2,4,,7,1559.99
newoc2nodes,2,4,,7,1574.26
newoc2nodes,2,4,,7,1560.29
newoc2nodes,2,4,,7,1549.76
newoc2nodes,2,4,,7,1562.87
newoc2nodes,2,4,,8,1676.76
newoc2nodes,2,4,,8,1633.99
newoc2nodes,2,4,,8,1613.53
newoc2nodes,2,4,,8,1586.63
newoc2nodes,2,4,,8,1591.49
newoc2nodes,2,4,,8,1585.40
newoc2nodes,2,4,,8,1600.68
newoc2nodes,2,4,,8,1612.15
newoc2nodes,2,4,,9,1724.83
newoc2nodes,2,4,,9,1745.21
newoc2nodes,2,4,,9,1710.93
newoc2nodes,2,4,,9,1698.57
newoc2nodes,2,4,,9,1692.57
newoc2nodes,2,4,,9,1683.32
newoc2nodes,2,4,,9,1663.71
newoc2nodes,2,4,,9,1696.08
