run_id,num_pods,num_procs,num_iter,grad_accum,time
newoc8nodes,8,4,,10,1938.37
newoc8nodes,8,4,,10,1926.08
newoc8nodes,8,4,,10,1942.41
newoc8nodes,8,4,,10,1941.30
newoc8nodes,8,4,,10,1962.98
newoc8nodes,8,4,,10,1928.14
newoc8nodes,8,4,,10,1962.03
newoc8nodes,8,4,,10,1956.51
newoc8nodes,8,4,,1,1292.88
newoc8nodes,8,4,,1,1224.54
newoc8nodes,8,4,,1,1218.31
newoc8nodes,8,4,,1,1234.39
newoc8nodes,8,4,,1,1230.35
newoc8nodes,8,4,,1,1232.57
newoc8nodes,8,4,,1,1237.97
newoc8nodes,8,4,,1,1223.64
newoc8nodes,8,4,,2,1320.12
newoc8nodes,8,4,,2,1313.81
newoc8nodes,8,4,,2,1309.03
newoc8nodes,8,4,,2,1308.67
newoc8nodes,8,4,,2,1309.82
newoc8nodes,8,4,,2,1309.41
newoc8nodes,8,4,,2,1317.83
newoc8nodes,8,4,,2,1313.80
newoc8nodes,8,4,,3,1548.45
newoc8nodes,8,4,,3,1403.23
newoc8nodes,8,4,,3,1409.64
newoc8nodes,8,4,,3,1519.59
newoc8nodes,8,4,,3,1408.46
newoc8nodes,8,4,,3,1400.69
newoc8nodes,8,4,,3,1433.98
newoc8nodes,8,4,,3,1411.08
newoc8nodes,8,4,,4,1481.85
newoc8nodes,8,4,,4,1478.34
newoc8nodes,8,4,,4,1468.46
newoc8nodes,8,4,,4,1476.88
newoc8nodes,8,4,,4,1478.34
newoc8nodes,8,4,,4,1493.00
newoc8nodes,8,4,,4,1478.68
newoc8nodes,8,4,,4,1484.63
newoc8nodes,8,4,,5,1569.67
newoc8nodes,8,4,,5,1573.98
newoc8nodes,8,4,,5,1566.24
newoc8nodes,8,4,,5,1558.58
newoc8nodes,8,4,,5,1562.64
newoc8nodes,8,4,,5,1561.87
newoc8nodes,8,4,,5,1556.50
newoc8nodes,8,4,,5,1569.52
newoc8nodes,8,4,,6,1611.77
newoc8nodes,8,4,,6,1631.88
newoc8nodes,8,4,,6,1634.52
newoc8nodes,8,4,,6,1653.41
newoc8nodes,8,4,,6,1640.29
newoc8nodes,8,4,,6,1631.50
newoc8nodes,8,4,,6,1640.90
newoc8nodes,8,4,,6,1648.88
newoc8nodes,8,4,,7,1762.07
newoc8nodes,8,4,,7,1773.20
newoc8nodes,8,4,,7,1738.07
newoc8nodes,8,4,,7,1727.34
newoc8nodes,8,4,,7,1755.12
newoc8nodes,8,4,,7,1761.24
newoc8nodes,8,4,,7,1728.35
newoc8nodes,8,4,,7,1746.50
newoc8nodes,8,4,,8,1785.96
newoc8nodes,8,4,,8,1985.48
newoc8nodes,8,4,,8,1788.34
newoc8nodes,8,4,,8,1790.81
newoc8nodes,8,4,,8,1802.82
newoc8nodes,8,4,,8,1793.28
newoc8nodes,8,4,,8,1806.10
newoc8nodes,8,4,,8,1905.26
newoc8nodes,8,4,,9,1874.39
newoc8nodes,8,4,,9,1895.97
newoc8nodes,8,4,,9,1903.17
newoc8nodes,8,4,,9,1910.88
newoc8nodes,8,4,,9,1899.94
newoc8nodes,8,4,,9,1899.20
newoc8nodes,8,4,,9,1920.12
newoc8nodes,8,4,,9,1916.89
