Log Path,IB HCA Port,NCCL OOB Port,GLOO TCP Port,Master Port,Log Name,X4 MTU,X8 MTU,Nodes,Communication Type,Grad Accum,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum1_bs32_seq1024_totalbs786432_x4mtu1500_x8mtu9000.log,1500,9000,6,tcp,1,14381.27,224.89,218.64,428.68,215.84,422.63,213.97,426.14,420.27,426.71
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum2_bs32_seq1024_totalbs1572864_x4mtu1500_x8mtu9000.log,1500,9000,6,tcp,2,13727.51,297.89,289.24,294.1,704.9,289.19,498.87,305.19,287.73,287.44
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum3_bs32_seq1024_totalbs2359296_x4mtu1500_x8mtu9000.log,1500,9000,6,tcp,3,14517.4,378.2,365.8,363.85,362.71,572.83,365.32,363.71,362.6,364.14
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum4_bs32_seq1024_totalbs3145728_x4mtu1500_x8mtu9000.log,1500,9000,6,tcp,4,14093.48,446.97,440.41,646.91,438.42,437.29,440.06,649.05,439.42,437.84
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum5_bs32_seq1024_totalbs3932160_x4mtu1500_x8mtu9000.log,1500,9000,6,tcp,5,14499.66,534.78,734.42,526.29,936.0,520.54,723.87,726.85,724.85,518.73
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum6_bs32_seq1024_totalbs4718592_x4mtu1500_x8mtu9000.log,1500,9000,6,tcp,6,14238.28,602.67,797.19,797.75,799.76,1013.54,794.76,593.96,794.21,799.89
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum7_bs32_seq1024_totalbs5505024_x4mtu1500_x8mtu9000.log,1500,9000,6,tcp,7,14749.74,687.3,678.49,673.99,673.59,868.75,670.36,668.44,670.2,665.07
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum8_bs32_seq1024_totalbs6291456_x4mtu1500_x8mtu9000.log,1500,9000,6,tcp,8,14110.25,748.18,739.83,742.21,944.21,741.89,737.79,946.76,1151.35,744.23
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum9_bs32_seq1024_totalbs7077888_x4mtu1500_x8mtu9000.log,1500,9000,6,tcp,9,15425.7,820.55,815.55,1027.33,810.83,814.03,816.2,813.63,1018.8,820.47
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes7_nprocs4_numiter10_gradaccum10_bs32_seq1024_totalbs9175040_x4mtu1500_x8mtu9000.log,1500,9000,7,tcp,10,14417.78,907.36,1100.96,1093.12,900.54,1100.75,894.06,1093.88,889.09,895.91
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes7_nprocs4_numiter10_gradaccum1_bs32_seq1024_totalbs917504_x4mtu1500_x8mtu9000.log,1500,9000,7,tcp,1,14125.15,230.14,424.22,424.2,215.02,425.44,216.44,214.31,424.78,421.96
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes7_nprocs4_numiter10_gradaccum2_bs32_seq1024_totalbs1835008_x4mtu1500_x8mtu9000.log,1500,9000,7,tcp,2,13978.89,302.7,497.7,702.62,290.48,501.38,289.11,290.03,705.55,289.98
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes7_nprocs4_numiter10_gradaccum3_bs32_seq1024_totalbs2752512_x4mtu1500_x8mtu9000.log,1500,9000,7,tcp,3,15078.95,375.29,368.12,575.32,365.11,364.32,365.28,365.3,558.65,367.05
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes7_nprocs4_numiter10_gradaccum4_bs32_seq1024_totalbs3670016_x4mtu1500_x8mtu9000.log,1500,9000,7,tcp,4,14336.86,451.67,655.21,647.07,446.59,659.76,650.17,442.56,653.93,445.15
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes7_nprocs4_numiter10_gradaccum5_bs32_seq1024_totalbs4587520_x4mtu1500_x8mtu9000.log,1500,9000,7,tcp,5,14685.83,522.81,515.52,719.04,526.86,518.23,730.12,514.45,731.81,518.11
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes7_nprocs4_numiter10_gradaccum6_bs32_seq1024_totalbs5505024_x4mtu1500_x8mtu9000.log,1500,9000,7,tcp,6,14448.4,604.37,796.05,592.04,796.01,590.62,588.11,1001.37,797.51,589.82
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes7_nprocs4_numiter10_gradaccum7_bs32_seq1024_totalbs6422528_x4mtu1500_x8mtu9000.log,1500,9000,7,tcp,7,16326.85,696.79,880.64,672.93,877.28,869.16,671.94,913.95,666.29,670.22
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes7_nprocs4_numiter10_gradaccum8_bs32_seq1024_totalbs7340032_x4mtu1500_x8mtu9000.log,1500,9000,7,tcp,8,14412.17,954.76,749.21,741.62,942.08,738.2,947.73,741.83,740.14,739.71
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes7_nprocs4_numiter10_gradaccum9_bs32_seq1024_totalbs8257536_x4mtu1500_x8mtu9000.log,1500,9000,7,tcp,9,14897.61,827.26,1192.69,818.82,816.92,817.92,815.95,818.25,815.67,819.23
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes8_nprocs4_numiter10_gradaccum10_bs32_seq1024_totalbs10485760_x4mtu1500_x8mtu9000.log,1500,9000,8,tcp,10,14662.19,909.74,1107.7,898.28,899.51,900.88,1107.99,1106.13,895.37,1314.43
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes8_nprocs4_numiter10_gradaccum1_bs32_seq1024_totalbs1048576_x4mtu1500_x8mtu9000.log,1500,9000,8,tcp,1,14715.73,247.44,435.22,434.75,226.7,433.69,224.89,435.75,222.92,437.16
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes8_nprocs4_numiter10_gradaccum2_bs32_seq1024_totalbs2097152_x4mtu1500_x8mtu9000.log,1500,9000,8,tcp,2,13813.42,316.88,303.49,500.65,297.48,297.54,507.35,301.14,294.86,298.41
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes8_nprocs4_numiter10_gradaccum3_bs32_seq1024_totalbs3145728_x4mtu1500_x8mtu9000.log,1500,9000,8,tcp,3,17116.48,597.74,585.1,585.79,589.43,375.11,375.33,380.98,820.42,595.51
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes8_nprocs4_numiter10_gradaccum4_bs32_seq1024_totalbs4194304_x4mtu1500_x8mtu9000.log,1500,9000,8,tcp,4,14027.05,461.59,447.35,655.07,655.74,445.95,657.3,656.57,654.53,650.38
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes8_nprocs4_numiter10_gradaccum5_bs32_seq1024_totalbs5242880_x4mtu1500_x8mtu9000.log,1500,9000,8,tcp,5,14458.96,527.7,522.12,516.85,520.33,517.58,522.74,519.62,731.9,525.35
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes8_nprocs4_numiter10_gradaccum6_bs32_seq1024_totalbs6291456_x4mtu1500_x8mtu9000.log,1500,9000,8,tcp,6,16559.02,614.39,599.01,800.76,596.26,808.37,796.53,596.0,803.46,595.88
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes8_nprocs4_numiter10_gradaccum7_bs32_seq1024_totalbs7340032_x4mtu1500_x8mtu9000.log,1500,9000,8,tcp,7,14831.9,693.62,677.05,677.85,677.9,675.45,672.09,675.82,672.55,678.19
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes8_nprocs4_numiter10_gradaccum8_bs32_seq1024_totalbs8388608_x4mtu1500_x8mtu9000.log,1500,9000,8,tcp,8,14286.62,752.28,745.13,748.47,754.47,746.01,1295.73,744.53,954.67,751.81
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX4_glooifnameX8_masterX8/tcp,X8,X4,X8,X8,stdout_nnodes8_nprocs4_numiter10_gradaccum9_bs32_seq1024_totalbs9437184_x4mtu1500_x8mtu9000.log,1500,9000,8,tcp,9,15218.1,833.2,1039.59,1035.01,1038.06,1035.15,823.89,1033.09,1240.47,826.1
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes2_nprocs4_numiter10_gradaccum10_bs32_seq1024_totalbs2621440_x4mtu1500_x8mtu9000.log,1500,9000,2,gdrdma,10,14076.76,800.76,787.78,787.44,788.81,797.84,803.75,794.69,787.63,797.21
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes2_nprocs4_numiter10_gradaccum1_bs32_seq1024_totalbs262144_x4mtu1500_x8mtu9000.log,1500,9000,2,gdrdma,1,13766.85,139.05,115.95,117.95,116.29,118.21,119.9,120.7,119.7,114.21
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes2_nprocs4_numiter10_gradaccum2_bs32_seq1024_totalbs524288_x4mtu1500_x8mtu9000.log,1500,9000,2,gdrdma,2,13832.91,212.59,203.61,210.3,202.84,202.67,197.27,198.08,200.11,199.59
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes2_nprocs4_numiter10_gradaccum3_bs32_seq1024_totalbs786432_x4mtu1500_x8mtu9000.log,1500,9000,2,gdrdma,3,13965.24,273.89,265.36,263.74,263.13,261.4,261.75,262.48,262.69,262.9
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes2_nprocs4_numiter10_gradaccum4_bs32_seq1024_totalbs1048576_x4mtu1500_x8mtu9000.log,1500,9000,2,gdrdma,4,14219.83,359.67,363.56,350.22,341.81,337.84,350.38,344.42,340.97,342.59
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes2_nprocs4_numiter10_gradaccum5_bs32_seq1024_totalbs1310720_x4mtu1500_x8mtu9000.log,1500,9000,2,gdrdma,5,14602.13,418.48,411.24,420.75,417.41,416.74,416.7,411.99,416.01,411.5
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes2_nprocs4_numiter10_gradaccum6_bs32_seq1024_totalbs1572864_x4mtu1500_x8mtu9000.log,1500,9000,2,gdrdma,6,13642.92,495.52,486.56,487.7,496.05,496.9,486.76,487.76,492.05,496.94
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes2_nprocs4_numiter10_gradaccum7_bs32_seq1024_totalbs1835008_x4mtu1500_x8mtu9000.log,1500,9000,2,gdrdma,7,14430.17,581.29,570.38,560.99,571.3,571.99,569.61,562.95,563.9,572.73
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes2_nprocs4_numiter10_gradaccum8_bs32_seq1024_totalbs2097152_x4mtu1500_x8mtu9000.log,1500,9000,2,gdrdma,8,13765.76,655.93,643.17,637.34,649.12,645.83,642.23,637.84,640.22,638.14
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes2_nprocs4_numiter10_gradaccum9_bs32_seq1024_totalbs2359296_x4mtu1500_x8mtu9000.log,1500,9000,2,gdrdma,9,14457.74,726.1,718.72,714.53,722.71,711.44,712.33,712.13,714.83,710.95
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes3_nprocs4_numiter10_gradaccum10_bs32_seq1024_totalbs3932160_x4mtu1500_x8mtu9000.log,1500,9000,3,gdrdma,10,14316.85,841.63,829.61,841.97,837.72,845.87,840.57,835.84,832.43,828.4
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes3_nprocs4_numiter10_gradaccum1_bs32_seq1024_totalbs393216_x4mtu1500_x8mtu9000.log,1500,9000,3,gdrdma,1,14127.93,181.02,153.98,169.9,155.95,161.45,165.68,161.05,158.9,159.42
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes3_nprocs4_numiter10_gradaccum2_bs32_seq1024_totalbs786432_x4mtu1500_x8mtu9000.log,1500,9000,3,gdrdma,2,13411.49,255.18,240.76,243.44,237.55,238.49,237.65,228.74,241.59,240.69
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes3_nprocs4_numiter10_gradaccum3_bs32_seq1024_totalbs1179648_x4mtu1500_x8mtu9000.log,1500,9000,3,gdrdma,3,14565.67,322.81,317.31,308.42,315.75,307.24,312.68,312.93,311.68,307.32
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes3_nprocs4_numiter10_gradaccum4_bs32_seq1024_totalbs1572864_x4mtu1500_x8mtu9000.log,1500,9000,3,gdrdma,4,13515.84,402.49,377.19,380.34,392.09,391.69,385.13,395.83,382.52,376.78
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes3_nprocs4_numiter10_gradaccum5_bs32_seq1024_totalbs1966080_x4mtu1500_x8mtu9000.log,1500,9000,3,gdrdma,5,14176.41,481.05,468.97,464.75,483.72,461.19,457.67,471.32,473.91,461.41
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes3_nprocs4_numiter10_gradaccum6_bs32_seq1024_totalbs2359296_x4mtu1500_x8mtu9000.log,1500,9000,3,gdrdma,6,14014.69,542.26,521.98,529.48,531.85,529.72,533.23,525.19,529.37,530.73
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes3_nprocs4_numiter10_gradaccum7_bs32_seq1024_totalbs2752512_x4mtu1500_x8mtu9000.log,1500,9000,3,gdrdma,7,14280.73,607.97,597.71,600.56,615.07,605.55,614.25,621.04,617.38,606.28
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes3_nprocs4_numiter10_gradaccum8_bs32_seq1024_totalbs3145728_x4mtu1500_x8mtu9000.log,1500,9000,3,gdrdma,8,13914.13,689.55,696.38,686.9,682.81,686.48,682.49,685.98,686.65,678.48
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes3_nprocs4_numiter10_gradaccum9_bs32_seq1024_totalbs3538944_x4mtu1500_x8mtu9000.log,1500,9000,3,gdrdma,9,14526.27,773.12,745.08,745.53,763.94,749.91,752.82,756.15,752.49,753.44
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes4_nprocs4_numiter10_gradaccum10_bs32_seq1024_totalbs5242880_x4mtu1500_x8mtu9000.log,1500,9000,4,gdrdma,10,14055.21,1061.26,863.73,870.62,865.85,859.71,879.84,870.2,872.05,865.32
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes4_nprocs4_numiter10_gradaccum1_bs32_seq1024_totalbs524288_x4mtu1500_x8mtu9000.log,1500,9000,4,gdrdma,1,14088.23,233.62,199.63,214.63,190.94,192.6,199.92,197.99,212.55,206.78
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes4_nprocs4_numiter10_gradaccum2_bs32_seq1024_totalbs1048576_x4mtu1500_x8mtu9000.log,1500,9000,4,gdrdma,2,13730.82,291.37,280.26,273.64,283.24,268.54,257.62,268.88,278.46,271.24
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes4_nprocs4_numiter10_gradaccum3_bs32_seq1024_totalbs1572864_x4mtu1500_x8mtu9000.log,1500,9000,4,gdrdma,3,14122.91,390.63,365.44,341.53,351.82,345.53,363.14,336.95,346.24,351.37
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes4_nprocs4_numiter10_gradaccum4_bs32_seq1024_totalbs2097152_x4mtu1500_x8mtu9000.log,1500,9000,4,gdrdma,4,13807.05,424.48,411.36,419.19,425.23,427.73,406.04,413.47,411.35,415.98
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes4_nprocs4_numiter10_gradaccum5_bs32_seq1024_totalbs2621440_x4mtu1500_x8mtu9000.log,1500,9000,4,gdrdma,5,14141.3,505.57,488.53,494.47,490.3,494.68,497.55,479.26,485.1,491.32
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes4_nprocs4_numiter10_gradaccum6_bs32_seq1024_totalbs3145728_x4mtu1500_x8mtu9000.log,1500,9000,4,gdrdma,6,13800.48,595.09,566.79,562.65,567.39,558.84,565.31,574.06,564.58,565.7
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes4_nprocs4_numiter10_gradaccum7_bs32_seq1024_totalbs3670016_x4mtu1500_x8mtu9000.log,1500,9000,4,gdrdma,7,14543.89,677.33,644.56,637.51,637.91,628.84,635.71,637.37,638.4,641.64
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes4_nprocs4_numiter10_gradaccum8_bs32_seq1024_totalbs4194304_x4mtu1500_x8mtu9000.log,1500,9000,4,gdrdma,8,13872.49,731.3,712.81,710.61,711.62,718.83,719.53,709.43,712.22,713.66
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes4_nprocs4_numiter10_gradaccum9_bs32_seq1024_totalbs4718592_x4mtu1500_x8mtu9000.log,1500,9000,4,gdrdma,9,14969.99,796.27,779.32,790.43,786.52,784.57,785.96,788.59,772.71,785.63
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes5_nprocs4_numiter10_gradaccum10_bs32_seq1024_totalbs6553600_x4mtu1500_x8mtu9000.log,1500,9000,5,gdrdma,10,14429.69,899.52,880.98,880.19,878.44,877.82,883.12,879.38,873.51,878.43
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes5_nprocs4_numiter10_gradaccum1_bs32_seq1024_totalbs655360_x4mtu1500_x8mtu9000.log,1500,9000,5,gdrdma,1,14119.43,234.27,196.71,207.87,208.3,203.41,203.06,207.47,206.33,204.22
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes5_nprocs4_numiter10_gradaccum2_bs32_seq1024_totalbs1310720_x4mtu1500_x8mtu9000.log,1500,9000,5,gdrdma,2,13529.07,305.45,278.35,290.07,279.11,288.96,289.62,752.78,282.17,288.48
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes5_nprocs4_numiter10_gradaccum3_bs32_seq1024_totalbs1966080_x4mtu1500_x8mtu9000.log,1500,9000,5,gdrdma,3,14398.66,379.72,351.81,351.68,352.01,353.01,350.36,357.32,349.17,358.03
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes5_nprocs4_numiter10_gradaccum4_bs32_seq1024_totalbs2621440_x4mtu1500_x8mtu9000.log,1500,9000,5,gdrdma,4,13795.89,456.74,426.75,433.48,430.92,434.67,429.42,515.07,427.21,425.19
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes5_nprocs4_numiter10_gradaccum5_bs32_seq1024_totalbs3276800_x4mtu1500_x8mtu9000.log,1500,9000,5,gdrdma,5,14510.08,527.47,502.97,509.38,511.87,515.24,506.71,501.12,598.64,501.98
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes5_nprocs4_numiter10_gradaccum6_bs32_seq1024_totalbs3932160_x4mtu1500_x8mtu9000.log,1500,9000,5,gdrdma,6,13881.25,593.68,570.39,591.02,573.86,574.7,570.38,570.03,571.44,581.05
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes5_nprocs4_numiter10_gradaccum7_bs32_seq1024_totalbs4587520_x4mtu1500_x8mtu9000.log,1500,9000,5,gdrdma,7,14450.08,677.41,651.24,653.97,652.99,655.07,652.31,653.61,653.18,650.96
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes5_nprocs4_numiter10_gradaccum8_bs32_seq1024_totalbs5242880_x4mtu1500_x8mtu9000.log,1500,9000,5,gdrdma,8,13921.85,737.89,717.63,721.23,716.98,718.32,718.3,716.1,716.35,717.42
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes5_nprocs4_numiter10_gradaccum9_bs32_seq1024_totalbs5898240_x4mtu1500_x8mtu9000.log,1500,9000,5,gdrdma,9,14966.74,832.08,807.73,803.2,803.04,811.49,813.23,803.58,807.8,804.59
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum10_bs32_seq1024_totalbs7864320_x4mtu1500_x8mtu9000.log,1500,9000,6,gdrdma,10,14032.01,935.2,926.15,902.92,913.86,918.41,907.34,897.87,910.0,905.58
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum1_bs32_seq1024_totalbs786432_x4mtu1500_x8mtu9000.log,1500,9000,6,gdrdma,1,14502.65,274.6,252.29,240.06,243.69,239.42,237.75,244.15,253.28,261.98
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum2_bs32_seq1024_totalbs1572864_x4mtu1500_x8mtu9000.log,1500,9000,6,gdrdma,2,13493.56,341.71,325.98,322.79,321.47,321.55,335.04,333.29,316.97,322.96
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum3_bs32_seq1024_totalbs2359296_x4mtu1500_x8mtu9000.log,1500,9000,6,gdrdma,3,14810.72,479.06,403.24,410.99,400.48,399.48,434.29,496.36,396.91,533.57
/var/home/cloud-user/llm.c/logs/ibhcaX8_ncclifnameX8_glooifnameX8_masterX8/gdrdma,X8,X8,X8,X8,stdout_nnodes6_nprocs4_numiter10_gradaccum4_bs32_seq1024_totalbs3145728_x4mtu1500_x8mtu9000.log,1500,9000,6,gdrdma,4,13754.06,527.57,483.57,478.27,488.69,484.39,476.82,488.93,479.49,482.15
