run_id,num_pods,num_procs,num_iter,grad_accum,time
3a,2,2,10,10,2091.66
3a,2,2,10,10,2039.30
3a,2,2,10,10,2081.34
3a,2,2,10,10,1942.21
3a,2,2,10,10,2181.23
3a,2,2,10,10,2070.19
3a,2,2,10,10,2184.60
3a,2,2,10,10,1898.06
3a,2,2,10,1,1460.08
3a,2,2,10,1,1523.58
3a,2,2,10,1,1541.32
3a,2,2,10,1,1521.73
3a,2,2,10,1,1543.89
3a,2,2,10,1,1529.03
3a,2,2,10,1,1546.63
3a,2,2,10,1,1498.12
3a,2,2,10,2,1353.85
3a,2,2,10,2,1360.34
3a,2,2,10,2,1374.58
3a,2,2,10,2,1243.17
3a,2,2,10,2,1318.41
3a,2,2,10,2,1302.78
3a,2,2,10,2,1309.18
3a,2,2,10,2,1311.10
3a,2,2,10,3,1548.64
3a,2,2,10,3,1413.94
3a,2,2,10,3,1574.76
3a,2,2,10,3,1599.59
3a,2,2,10,3,1521.74
3a,2,2,10,3,1729.92
3a,2,2,10,3,1397.88
3a,2,2,10,3,1399.83
3a,2,2,10,4,1497.47
3a,2,2,10,4,1460.67
3a,2,2,10,4,1456.81
3a,2,2,10,4,1539.79
3a,2,2,10,4,1718.09
3a,2,2,10,4,1448.15
3a,2,2,10,4,1458.22
3a,2,2,10,4,1469.10
3a,2,2,10,5,1829.42
3a,2,2,10,5,1927.04
3a,2,2,10,5,1860.16
3a,2,2,10,5,1848.20
3a,2,2,10,5,1672.02
3a,2,2,10,5,1707.64
3a,2,2,10,5,1827.36
3a,2,2,10,5,1790.54
3a,2,2,10,6,1699.06
3a,2,2,10,6,1541.72
3a,2,2,10,6,1644.73
3a,2,2,10,6,1864.93
3a,2,2,10,6,1506.99
3a,2,2,10,6,1766.25
3a,2,2,10,6,1774.34
3a,2,2,10,6,1530.84
3a,2,2,10,7,1980.39
3a,2,2,10,7,1935.36
3a,2,2,10,7,1978.03
3a,2,2,10,7,2005.32
3a,2,2,10,7,2009.19
3a,2,2,10,7,1990.28
3a,2,2,10,7,1989.60
3a,2,2,10,7,1989.99
3a,2,2,10,8,1834.79
3a,2,2,10,8,1881.34
3a,2,2,10,8,1956.94
3a,2,2,10,8,1817.79
3a,2,2,10,8,2056.67
3a,2,2,10,8,1787.62
3a,2,2,10,8,1770.02
3a,2,2,10,8,1998.29
3a,2,2,10,9,2120.21
3a,2,2,10,9,2100.22
3a,2,2,10,9,2171.05
3a,2,2,10,9,2153.62
3a,2,2,10,9,2168.32
3a,2,2,10,9,2140.04
3a,2,2,10,9,2121.87
3a,2,2,10,9,2197.20
