run_id,num_pods,num_procs,num_iter,grad_accum,time
1,2,4,10,10,3191.61
1,2,4,10,10,3231.99
1,2,4,10,10,3239.79
1,2,4,10,10,3216.07
1,2,4,10,10,3187.10
1,2,4,10,10,3216.83
1,2,4,10,10,3262.12
1,2,4,10,10,3275.91
1,2,4,10,1,2564.15
1,2,4,10,1,2574.72
1,2,4,10,1,2526.24
1,2,4,10,1,2594.99
1,2,4,10,1,2742.01
1,2,4,10,1,2543.70
1,2,4,10,1,2550.95
1,2,4,10,1,2593.20
1,2,4,10,2,2637.70
1,2,4,10,2,2600.03
1,2,4,10,2,2604.38
1,2,4,10,2,2619.88
1,2,4,10,2,2623.80
1,2,4,10,2,2580.68
1,2,4,10,2,2605.17
1,2,4,10,2,2589.89
1,2,4,10,3,2721.21
1,2,4,10,3,2767.93
1,2,4,10,3,2741.04
1,2,4,10,3,2685.43
1,2,4,10,3,2681.70
1,2,4,10,3,2675.36
1,2,4,10,3,2702.92
1,2,4,10,3,2714.76
1,2,4,10,4,2818.42
1,2,4,10,4,2768.07
1,2,4,10,4,2703.80
1,2,4,10,4,2938.20
1,2,4,10,4,2792.14
1,2,4,10,4,2770.72
1,2,4,10,4,2825.52
1,2,4,10,4,2774.85
1,2,4,10,5,2854.43
1,2,4,10,5,2877.36
1,2,4,10,5,2880.32
1,2,4,10,5,2907.65
1,2,4,10,5,2893.30
1,2,4,10,5,2876.01
1,2,4,10,5,2878.80
1,2,4,10,5,2867.36
1,2,4,10,6,2993.47
1,2,4,10,6,2928.58
1,2,4,10,6,2934.13
1,2,4,10,6,2956.71
1,2,4,10,6,2968.33
1,2,4,10,6,2976.96
1,2,4,10,6,2934.55
1,2,4,10,6,2915.40
1,2,4,10,7,3054.72
1,2,4,10,7,3015.23
1,2,4,10,7,3027.90
1,2,4,10,7,3057.60
1,2,4,10,7,3063.64
1,2,4,10,7,3035.90
1,2,4,10,7,2998.31
1,2,4,10,7,3034.54
1,2,4,10,8,3089.68
1,2,4,10,8,3095.54
1,2,4,10,8,3109.30
1,2,4,10,8,3147.82
1,2,4,10,8,3123.87
1,2,4,10,8,3086.77
1,2,4,10,8,3094.21
1,2,4,10,8,3137.97
1,2,4,10,9,3200.62
1,2,4,10,9,3161.47
1,2,4,10,9,3140.16
1,2,4,10,9,3206.20
1,2,4,10,9,3162.44
1,2,4,10,9,3204.54
1,2,4,10,9,3227.94
1,2,4,10,9,3201.71
