run_id,num_pods,num_procs,num_iter,grad_accum,time
1,1,4,10,10,827.24
1,1,4,10,10,827.10
1,1,4,10,10,831.05
1,1,4,10,10,829.23
1,1,4,10,10,832.36
1,1,4,10,10,835.94
1,1,4,10,10,844.13
1,1,4,10,10,835.14
1,1,4,10,1,107.91
1,1,4,10,1,107.82
1,1,4,10,1,107.59
1,1,4,10,1,106.65
1,1,4,10,1,107.51
1,1,4,10,1,108.38
1,1,4,10,1,106.60
1,1,4,10,1,111.53
1,1,4,10,2,185.16
1,1,4,10,2,186.33
1,1,4,10,2,184.89
1,1,4,10,2,192.03
1,1,4,10,2,185.10
1,1,4,10,2,185.18
1,1,4,10,2,185.70
1,1,4,10,2,186.03
1,1,4,10,3,266.38
1,1,4,10,3,265.54
1,1,4,10,3,265.36
1,1,4,10,3,264.86
1,1,4,10,3,265.70
1,1,4,10,3,266.90
1,1,4,10,3,265.72
1,1,4,10,3,275.44
1,1,4,10,4,345.58
1,1,4,10,4,351.91
1,1,4,10,4,347.31
1,1,4,10,4,346.42
1,1,4,10,4,358.06
1,1,4,10,4,350.00
1,1,4,10,4,347.60
1,1,4,10,4,347.14
1,1,4,10,5,424.70
1,1,4,10,5,425.28
1,1,4,10,5,431.07
1,1,4,10,5,424.34
1,1,4,10,5,423.84
1,1,4,10,5,426.27
1,1,4,10,5,426.63
1,1,4,10,5,424.39
1,1,4,10,6,505.34
1,1,4,10,6,505.28
1,1,4,10,6,509.33
1,1,4,10,6,509.86
1,1,4,10,6,504.49
1,1,4,10,6,505.12
1,1,4,10,6,507.24
1,1,4,10,6,508.38
1,1,4,10,7,582.12
1,1,4,10,7,589.55
1,1,4,10,7,583.38
1,1,4,10,7,586.89
1,1,4,10,7,581.32
1,1,4,10,7,583.33
1,1,4,10,7,585.28
1,1,4,10,7,583.83
1,1,4,10,8,659.26
1,1,4,10,8,671.61
1,1,4,10,8,666.23
1,1,4,10,8,666.65
1,1,4,10,8,667.36
1,1,4,10,8,667.50
1,1,4,10,8,665.80
1,1,4,10,8,665.15
1,1,4,10,9,741.25
1,1,4,10,9,747.25
1,1,4,10,9,758.33
1,1,4,10,9,744.89
1,1,4,10,9,745.40
1,1,4,10,9,742.81
1,1,4,10,9,748.79
1,1,4,10,9,743.76
